duration,ResponseId,state,Q39_First Click,Q39_Last Click,Q39_Page Submit,Q39_Click Count,delta_timer_First Click,delta_timer_Last Click,delta_timer_Page Submit,delta_timer_Click Count,black_timer_First Click,black_timer_Last Click,black_timer_Page Submit,black_timer_Click Count,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q58,Q59,Q24 w attn check_1,Q24 w attn check_2,Q24 w attn check_3,Q24 w attn check_4,Q24 w attn check_5,Q102_1,Q102_2,Q102_3,Q102_4,Q102_5,Q102_6,Q102_7,Q83,Q84,Q85,Q86,Q87,Q88,Q89,Q13,Q14,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q15_8,Q15_9,Q15_10,Q15_11,Q15_12,Q15_13,Q15_14,Q15_15,Q16,Q17,Q18,Q21,Q93,corn_l,corn_h,melon_l,melon_h,maters_l,maters_h,rice_l,rice_h,taters_l,taters_h,corn_low,corn_high,melon_low,melon_high,maters_low,maters_high,rice_low,rice_high,taters_low,taters_high,full_launch,gc,term,target_state,black,attention
413,R_70hH8hJXgI1Czsw,New Jersey,0,0,35.919,0,0,0,11.945,0,,,,,Disagree,Agree,Disagree,Neither Agree or Disagree,Agree,Agree,People outside of your race in your local community,21-30%,Agree,Neither Agree or Disagree,Neither Agree or Disagree,Strongly Agree,Agree,Locally grown,Organically grown,,Price,,,,Not very responsible,Somewhat influences,Slightly familiar,Neutral,"Yes, but I'm unsure of the difference",Neutral,Neutral,35 - 44,Male,,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$80,000 - $89,999",300,Supermarket,Slightly Conservative,29,38,437,626,78,118,134,199,89,111,0.29,0.38,4.37,6.26,0.78,1.18,1.34,1.99,0.89,1.11,1,,,0,0,1
481,R_5GT7fRC3mL4vBG3,Massachusetts,0,0,19.908,0,,,,,98.687,98.687,106.379,1,Agree,Agree,Disagree,Disagree,Strongly Disagree,Agree,People outside of your race in your local community,6-10%,Strongly Agree,Agree,Agree,Strongly Agree,Neither Agree or Disagree,Locally grown,,,Price,Healthiness,,,Neutral,Slightly influences,Somewhat familiar,Neutral,"Yes, but I'm unsure of the difference",Neutral,Neutral,55 - 64,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$40,000 - $49,999",150,Supermarket,Neutral,25,38,373,645,90,110,140,203,86,120,0.25,0.38,3.73,6.45,0.9,1.1,1.4,2.03,0.86,1.2,1,,,0,1,1
566,R_5t8faLzUoJQ2wLv,Louisiana,2.418,2.418,2.934,1,,,,,9.49,16.42,89.966,4,Agree,Agree,Disagree,Agree,Neither Agree or Disagree,Strongly Agree,People outside of your race in your local community,0-5%,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,,,,Price,Healthiness,,Widely available/ convenient,Not very responsible,Does not influence,Not familiar at all,Not important at all,"Yes, I understand the difference",Not very important,Not very important,35 - 44,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","Less than $10,000",200,Supermarket,Slightly Liberal,25,41,363,638,81,121,146,221,87,124,0.25,0.41,3.63,6.38,0.81,1.21,1.46,2.21,0.87,1.24,1,,,1,1,1
455,R_3EHalcI8Elm2C0c,New York,1.124,1.124,8.05,1,36.866,36.866,37.987,1,,,,,Agree,Disagree,Disagree,Disagree,Disagree,Agree,People outside of your race in your local community,6-10%,Agree,Agree,Agree,Strongly Agree,Agree,,,,Price,Healthiness,,Widely available/ convenient,Somewhat responsible,Somewhat influences,Somewhat familiar,Somewhat important,"Yes, I understand the difference",Very important,Somewhat important,25 - 34,Male,White,,,,,,,,,,,,,,,"Yes, another Hispanic, Latino, or Spanish Origin","$50,000 - $59,999",200,Supermarket,Moderately Liberal,27,42,441,599,86,113,141,213,85,124,0.27,0.42,4.41,5.99,0.86,1.13,1.41,2.13,0.85,1.24,1,,,0,0,1
230,R_7rY4tSDe2FfjBq7,California,0,0,11.457,0,0,0,14.419,0,,,,,Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Agree,People outside of your race in your local community,6-10%,Agree,Agree,Strongly Agree,Strongly Agree,Neither Agree or Disagree,,Organically grown,,Price,Healthiness,,,Not responsible at all,Does not influence,Slightly familiar,Somewhat important,"Yes, I understand the difference",Somewhat important,Neutral,35 - 44,Male,,,,,,,,Japanese,,,,,,Other Pacific Islander,,"No, not of Hispanic, Latino, or Spanish origin","$70,000 - $79,999",150,Supermarket,Neutral,27,41,431,552,74,120,143,198,89,121,0.27,0.41,4.31,5.52,0.74,1.2,1.43,1.98,0.89,1.21,1,,,0,0,1
434,R_65MFd4LIspqrvMB,California,0,0,12.475,0,,,,,0,0,31.722,0,Agree,Agree,Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,Within your race but outside of your local community,6-10%,Agree,Agree,Agree,Strongly Agree,Neither Agree or Disagree,Locally grown,Organically grown,,,Healthiness,,,Neutral,Does not influence,Slightly familiar,Neutral,"Yes, I understand the difference",Somewhat important,Neutral,25 - 34,Male,White,,,,,,,,,,,,,,,"Yes, Mexican, Mexican American, Chicano","$80,000 - $89,999",80,Farmers Market,Slightly Conservative,28,42,414,613,80,112,141,207,83,119,0.28,0.42,4.14,6.13,0.8,1.12,1.41,2.07,0.83,1.19,1,,,0,1,1
326,R_31F2J5FPs7cJVi4,Tennessee,0,0,6.484,0,0,0,18.323,0,,,,,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Within your race but outside of your local community,6-10%,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,,Organically grown,,Price,Healthiness,,,Very responsible,Greatly influences,Very familar,Very important,"Yes, I understand the difference",Very important,Very important,25 - 34,Female,White,,,,,,,,,,,,,,,"Yes, Mexican, Mexican American, Chicano","$20,000 - $29,999",500,Supermarket,Extremely Liberal,26,41,450,571,78,115,123,205,79,128,0.26,0.41,4.5,5.71,0.78,1.15,1.23,2.05,0.79,1.28,1,,,1,0,1
542,R_572SU9VWFPjCHpK,Texas,0,0,4.749,0,,,,,0,0,18.22,0,Neither Agree or Disagree,Strongly Agree,Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,People outside of your race in your local community,31-40%,Neither Agree or Disagree,Agree,Neither Agree or Disagree,Strongly Agree,Neither Agree or Disagree,Locally grown,,,Price,Healthiness,,,Not responsible at all,Does not influence,Slightly familiar,Not important at all,"Yes, I understand the difference",Neutral,Neutral,55 - 64,Female,,,,,,Chinese,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$70,000 - $79,999",100,Supermarket,Moderately Conservative,27,39,414,552,71,115,157,213,88,112,0.27,0.39,4.14,5.52,0.71,1.15,1.57,2.13,0.88,1.12,1,,,0,1,1
592,R_3S2B0c0WpMxRVSE,California,0,0,26.132,0,0,0,51.97,0,,,,,Strongly Agree,Strongly Agree,Disagree,Agree,Neither Agree or Disagree,Strongly Agree,Within your race but outside of your local community,0-5%,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Locally grown,,Supports the local economy,,,Sold by a socially responsible compmany,,Very responsible,Somewhat influences,Somewhat familiar,Neutral,"Yes, I understand the difference",Very important,Very important,25 - 34,Female,,,,,,,Filipino,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","More than $150,000",250,Farmers Market,Extremely Liberal,26,43,410,564,89,118,141,211,73,117,0.26,0.43,4.1,5.64,0.89,1.18,1.41,2.11,0.73,1.17,1,,,0,0,1
368,R_5OW89WvSQ9oH0T3,Kansas,0,0,46.303,0,,,,,0,0,49.111,0,Strongly Agree,Strongly Agree,Disagree,Neither Agree or Disagree,Agree,Agree,Within your race but outside of your local community,0-5%,Agree,Strongly Agree,Agree,Strongly Agree,Neither Agree or Disagree,,,Supports the local economy,Price,,,Widely available/ convenient,Somewhat responsible,Somewhat influences,Very familar,Somewhat important,"Yes, I understand the difference",Somewhat important,Neutral,35 - 44,Female,,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$30,000 - $39,999",150,Supermarket,Extremely Liberal,28,42,406,563,70,115,128,216,83,119,0.28,0.42,4.06,5.63,0.7,1.15,1.28,2.16,0.83,1.19,1,,,0,1,1
821,R_6HS5fnLQig6HzL8,Virginia,0,0,4.671,0,0,0,68.48,0,,,,,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,People outside of your race in your local community,11-20%,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,,,,Price,,Sold by a socially responsible compmany,Widely available/ convenient,Neutral,Somewhat influences,Somewhat familiar,Not very important,"Yes, I understand the difference",Not very important,Not very important,55 - 64,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$30,000 - $39,999",120,Supermarket,Moderately Liberal,26,41,367,563,75,115,127,193,79,124,0.26,0.41,3.67,5.63,0.75,1.15,1.27,1.93,0.79,1.24,1,,,0,0,1
288,R_3gCRSkYRf2NldUo,Louisiana,0,0,20.701,0,0,0,16.353,0,,,,,Agree,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,Within your race but outside of your local community,6-10%,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree or Disagree,Locally grown,,,Price,Healthiness,,,Not very responsible,Somewhat influences,Somewhat familiar,Neutral,"Yes, I understand the difference",Not very important,Not important at all,65 - 74,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$30,000 - $39,999",100,Supermarket,Extremely Conservative,27,39,406,629,73,114,155,227,72,127,0.27,0.39,4.06,6.29,0.73,1.14,1.55,2.27,0.72,1.27,1,,,1,0,1
567,R_5dzNbGeTqOmTXNy,North Carolina,0,0,14.448,0,0,0,40.097,0,,,,,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Within your race but outside of your local community,11-20%,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Locally grown,,Supports the local economy,,Healthiness,,,Very responsible,Greatly influences,Very familar,Very important,"No, I believe they are the same",Very important,Very important,45 - 54,Female,,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",1200,Farmers Market,Extremely Liberal,26,43,400,616,75,112,150,211,73,121,0.26,0.43,4,6.16,0.75,1.12,1.5,2.11,0.73,1.21,1,,,0,0,1
605,R_1OZUBTjKUF1760G,Wisconsin,0,0,42.193,0,0,0,50.752,0,,,,,Agree,Agree,Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,Within your race but outside of your local community,11-20%,Agree,Agree,Agree,Strongly Agree,Neither Agree or Disagree,,,,Price,Healthiness,,Widely available/ convenient,Somewhat responsible,Somewhat influences,Somewhat familiar,Not very important,"Yes, I understand the difference",Somewhat important,Not very important,45 - 54,Female,,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",130,Supermarket,Moderately Liberal,23,43,381,602,73,130,123,195,86,126,0.23,0.43,3.81,6.02,0.73,1.3,1.23,1.95,0.86,1.26,1,,,0,0,1
227,R_3JLESdWLJiGfnGZ,Missouri,0,0,5.901,0,,,,,11.808,17.015,32.668,7,Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Within your race but outside of your local community,0-5%,Neither Agree or Disagree,Agree,Neither Agree or Disagree,Strongly Agree,Neither Agree or Disagree,Locally grown,Organically grown,,Price,,,,Not responsible at all,Somewhat influences,Slightly familiar,Not very important,"Yes, I understand the difference",Not very important,Not very important,35 - 44,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$30,000 - $39,999",75,Supermarket,Extremely Conservative,30,36,419,556,88,114,137,212,89,129,0.3,0.36,4.19,5.56,0.88,1.14,1.37,2.12,0.89,1.29,1,,,1,1,1
495,R_5zVLRoFc8nQzR61,California,8.97,8.97,66.781,1,6.628,52.852,65.709,2,,,,,Neither Agree or Disagree,Neither Agree or Disagree,Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Within your race but outside of your local community,6-10%,Neither Agree or Disagree,Agree,Neither Agree or Disagree,Strongly Agree,Neither Agree or Disagree,,,,,Healthiness,Sold by a socially responsible compmany,Widely available/ convenient,Neutral,Does not influence,Not familiar at all,Neutral,"No, I believe they are the same",Neutral,Neutral,35 - 44,Male,,,,,,,,,,,,,,,some other race,"Yes, Mexican, Mexican American, Chicano","$60,000 - $69,999",200,Supermarket,Moderately Conservative,25,37,407,590,73,110,145,221,70,119,0.25,0.37,4.07,5.9,0.73,1.1,1.45,2.21,0.7,1.19,1,,,0,0,1
1194,R_5CwDsJbHC4YLIkB,South Carolina,0,0,12.398,0,,,,,0,0,279.374,0,Strongly Agree,Strongly Agree,Disagree,Agree,Neither Agree or Disagree,Agree,People outside of your race in your local community,0-5%,Neither Agree or Disagree,Agree,Agree,Strongly Agree,Disagree,,Organically grown,Supports the local economy,Price,,,,Somewhat responsible,Does not influence,Slightly familiar,Somewhat important,"No, I believe they are the same",Very important,Somewhat important,55 - 64,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$20,000 - $29,999",75,Supermarket,Extremely Liberal,28,36,364,630,78,112,141,198,76,112,0.28,0.36,3.64,6.3,0.78,1.12,1.41,1.98,0.76,1.12,1,,,0,1,1
276,R_3TxFLMjiBcvUsxP,Pennsylvania,0,0,18.183,0,0,0,38.663,0,,,,,Agree,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,People outside of your race in your local community,6-10%,Strongly Agree,Agree,Neither Agree or Disagree,Strongly Agree,Neither Agree or Disagree,,,,Price,Healthiness,,Widely available/ convenient,Not responsible at all,Does not influence,Somewhat familiar,Not important at all,"Yes, I understand the difference",Not very important,Not important at all,18 - 24,Male,White,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",50,Supermarket,Moderately Conservative,30,37,436,574,81,113,123,199,88,127,0.3,0.37,4.36,5.74,0.81,1.13,1.23,1.99,0.88,1.27,1,,,0,0,1
856,R_6HLJ7lIDPEQRugA,Missouri,0,0,444.45,0,0,0,122.192,0,,,,,Agree,Strongly Agree,Disagree,Agree,Agree,Agree,People outside of your race in your local community,21-30%,Neither Agree or Disagree,Agree,Agree,Strongly Agree,Disagree,,,,Price,Healthiness,,Widely available/ convenient,Neutral,Does not influence,Not familiar at all,Neutral,"Yes, but I'm unsure of the difference",Very important,Somewhat important,18 - 24,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$50,000 - $59,999",50,Supermarket,Neutral,23,37,442,550,83,125,149,203,75,122,0.23,0.37,4.42,5.5,0.83,1.25,1.49,2.03,0.75,1.22,1,,,1,0,1
250,R_5LTm38xh9IZfCmi,New Jersey,0,0,12.532,0,15.635,17.82,18.952,3,,,,,Agree,Strongly Agree,Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,Within your race but outside of your local community,11-20%,Agree,Agree,Neither Agree or Disagree,Strongly Agree,Agree,,,,Price,Healthiness,,Widely available/ convenient,Not responsible at all,Does not influence,Slightly familiar,Not important at all,"Yes, I understand the difference",Not important at all,Not important at all,45 - 54,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$40,000 - $49,999",125,Supermarket,Slightly Conservative,24,40,400,628,71,122,134,209,79,119,0.24,0.4,4,6.28,0.71,1.22,1.34,2.09,0.79,1.19,1,,,0,0,1
627,R_6yaz2b374HbaBt1,California,0,0,111.75,0,0,0,94.317,0,,,,,Strongly Agree,Strongly Agree,Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Strongly Agree,People outside of your race in your local community,21-30%,Neither Agree or Disagree,Neither Agree or Disagree,Agree,Strongly Agree,Agree,,Organically grown,,Price,Healthiness,,,Neutral,Somewhat influences,Slightly familiar,Neutral,"No, I believe they are the same",Somewhat important,Somewhat important,25 - 34,Prefer not to say,,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","More than $150,000",200,Health/Natural Food Store,Neutral,30,39,388,591,71,127,145,196,78,118,0.3,0.39,3.88,5.91,0.71,1.27,1.45,1.96,0.78,1.18,1,,,0,0,1
324,R_5u2aAH9Rv698Jt7,North Carolina,0,0,12.325,0,0,0,27.769,0,,,,,Strongly Agree,Strongly Agree,Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,People outside of your race in your local community,21-30%,Agree,Agree,Neither Agree or Disagree,Strongly Agree,Neither Agree or Disagree,Locally grown,,Supports the local economy,,Healthiness,,,Somewhat responsible,Somewhat influences,Somewhat familiar,Somewhat important,"Yes, I understand the difference",Neutral,Neutral,45 - 54,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$80,000 - $89,999",400,Farmers Market,Slightly Conservative,26,38,423,622,72,120,127,196,88,123,0.26,0.38,4.23,6.22,0.72,1.2,1.27,1.96,0.88,1.23,1,,,0,0,1
291,R_34CQVDJeIB0la15,Tennessee,0,0,11.377,0,,,,,0,0,41.121,0,Agree,Agree,Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,People outside of your race in your local community,6-10%,Agree,Agree,Agree,Strongly Agree,Neither Agree or Disagree,,,,Price,Healthiness,,Widely available/ convenient,Somewhat responsible,Slightly influences,Not familiar at all,Neutral,"Yes, but I'm unsure of the difference",Somewhat important,Somewhat important,45 - 54,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$60,000 - $69,999",140,Supermarket,Slightly Liberal,24,37,427,593,70,117,125,219,79,123,0.24,0.37,4.27,5.93,0.7,1.17,1.25,2.19,0.79,1.23,1,,,1,1,1
436,R_1jf7XKv3AhiRGA4,Maryland,5.548,9.744,13.202,4,3.543,13.836,18.164,6,,,,,Strongly Agree,Strongly Agree,Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,Within your race but outside of your local community,11-20%,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Organically grown,Supports the local economy,,Healthiness,,,Neutral,Does not influence,Very familar,Neutral,"No, I believe they are the same",Very important,Very important,25 - 34,Male,,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$70,000 - $79,999",100,Farmers Market,Neutral,30,36,368,552,73,122,155,224,75,115,0.3,0.36,3.68,5.52,0.73,1.22,1.55,2.24,0.75,1.15,1,,,0,0,1
536,R_5N5lDn5P2ln2uz6,California,0,0,16.214,0,0,0,80.61,0,,,,,Agree,Strongly Agree,Disagree,Neither Agree or Disagree,Agree,Strongly Agree,Within your race but outside of your local community,6-10%,Agree,Agree,Agree,Strongly Agree,Neither Agree or Disagree,Locally grown,,,Price,Healthiness,,,Neutral,Somewhat influences,Not familiar at all,Neutral,"Yes, I understand the difference",Neutral,Somewhat important,55 - 64,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","More than $150,000",250,Supermarket,Neutral,29,39,421,583,85,110,129,224,87,123,0.29,0.39,4.21,5.83,0.85,1.1,1.29,2.24,0.87,1.23,1,,,0,0,1
378,R_6Zjh6hwGqicO6VX,Florida,2.95,3.469,4.945,2,5.067,98.111,101.35,5,,,,,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,People outside of your race in your local community,11-20%,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Locally grown,,Supports the local economy,,Healthiness,,,Very responsible,Greatly influences,Very familar,Very important,"Yes, I understand the difference",Very important,Very important,25 - 34,Male,,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$60,000 - $69,999",100,Supermarket,Extremely Liberal,26,42,376,588,87,123,130,203,89,113,0.26,0.42,3.76,5.88,0.87,1.23,1.3,2.03,0.89,1.13,1,,,0,0,1
448,R_5GvxE5YkrSrZVpT,California,0,0,17.428,0,,,,,3.779,86.5,96.945,3,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,People outside of your race in your local community,6-10%,Strongly Agree,Agree,Agree,Strongly Agree,Agree,,,,Price,Healthiness,,Widely available/ convenient,Somewhat responsible,Does not influence,Not familiar at all,Neutral,"Yes, I understand the difference",Somewhat important,Not very important,45 - 54,Female,,,,Asian Indian,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",15,Supermarket,Slightly Conservative,26,37,444,613,90,112,147,196,75,123,0.26,0.37,4.44,6.13,0.9,1.12,1.47,1.96,0.75,1.23,1,,,0,1,1
612,R_6l4zNIFkEi92Xgn,Florida,0,0,9.769,0,,,,,5.826,20.263,22.733,3,Agree,Strongly Agree,Disagree,Neither Agree or Disagree,Agree,Strongly Agree,Within your race but outside of your local community,0-5%,Agree,Agree,Agree,Strongly Agree,Agree,Locally grown,Organically grown,,,Healthiness,,,Very responsible,Somewhat influences,Very familar,Very important,"Yes, but I'm unsure of the difference",Very important,Very important,65 - 74,Male,,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$90,000 - $99,999",400,Farmers Market,Moderately Liberal,27,40,444,564,72,117,131,219,81,111,0.27,0.4,4.44,5.64,0.72,1.17,1.31,2.19,0.81,1.11,1,,,0,1,1
288,R_7NuXbMN0TFX7ntn,California,3.581,5.371,6.001,2,,,,,4.531,38.178,40.491,19,Agree,Strongly Agree,Disagree,Agree,Neither Agree or Disagree,Strongly Agree,Within your race but outside of your local community,6-10%,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neither Agree or Disagree,Locally grown,,,Price,,,Widely available/ convenient,Somewhat responsible,Somewhat influences,Somewhat familiar,Somewhat important,"Yes, I understand the difference",Very important,Somewhat important,25 - 34,Female,White,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",100,Supermarket,Extremely Liberal,25,38,367,559,71,111,125,196,90,119,0.25,0.38,3.67,5.59,0.71,1.11,1.25,1.96,0.9,1.19,1,,,0,1,1
