duration,ResponseId,Q2,Q7,Q8,Q9,Q10,Q11,Q12,Q13_1,Q13_2,Q13_3,Q33_17,Q33_18,Q33_19,Q33_20,Q33_21,Q33_22,Q33_23,Q33_24,Q33_25,Q33_26,Q33_27,Q33_28,Q33_29,Q33_30,Q15,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_7,Q16_7_TEXT,Q17,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q18_6,Q18_6_TEXT,Q20_1,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_6,Q22,Q23,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q24_7,Q24_8,Q24_9,Q24_10,Q24_11,Q24_12,Q24_13,Q24_14,Q24_15,Q25,Q26,Q27_1,Q28,Q29_5,Q29_6,Q30_4,Q30_5,Q30_6,Q30_7,Q30_8,Q30_9,Q30_10,Q30_11,Q30_12,Q30_13,Q30_14,Q31
244,R_2aRXfnq95ne7Vdh,Louisiana,Grant,,,Potato,Greens,Corn,Neutral,Neutral,Neutral,Pecans,,,,,,,,,,,,,,"No, I have never heard of this before.","Medical professionals (Doctor, Nurse, etc.)",,,,,,,,Somewhat Concerned,Using insect repellent when outdoors,Wearing long sleeves and pants when in wooded or grassy areas,,,,,,4,Neutral,Neutral,Neutral,Neutral,Distrust,Neutral,18 - 24,Male,White,,,,,,,,,,,,,,,"Yes, another Hispanic, Latino, or Spanish Origin","$80,000 - $89,999",5,Catholic,150,210,"Supercenter and wholesale (e.g. Walmart, Costco)",,,,,,,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)"
185,R_3egnVJ7waFYpSnP,Arkansas,,,,Burgers,Hotdogs,Corn,Neutral,Neutral,Neutral,,Blackberries,,,,,,,,,,,,,"No, but I had heard about a tick bite that makes you allergic to red meat.",,,"Educational Institutions (Schools, Colleges, etc.)",,,,,,Neutral,,,,Avoiding areas known for a high presence of Lone Star ticks,,,,3,Distrust,Neutral,Neutral,Neutral,Distrust,Strongly Distrust,18 - 24,Female,White,,,,,,,,,,,,,,,"Yes, Mexican, Mexican American, Chicano","More than $150,000",4,Catholic,50,88,"Supercenter and wholesale (e.g. Walmart, Costco)",,,,,"Smaller format grocery store (e.g. independent grocery store, food co-op, Trader Joe's)",,,,,"Bakery, deli, meal or fish market (gourmet or ethnic)","Supercenter and wholesale (e.g. Walmart, Costco)"
176,R_2frnJtyV4GtAPTW,Missouri,,,,Barbecue ,I don't know,Corn,Neutral,Strongly Disagree,Neutral,,Blackberries,,,,,,Mushrooms,,,Wild Nuts,,,,"No, but I had heard about a tick bite that makes you allergic to red meat.",,,"Educational Institutions (Schools, Colleges, etc.)",,,,,,Very Concerned,,,Checking for ticks after spending time outdoors,,,,,4,Distrust,Trust,Neutral,Trust,Strongly Distrust,Distrust,18 - 24,Female,,Black or African American,,,Native Hawaiian,,,,,,,,,,,"Yes, Puerto Rican","$10,000 - $19,999",6,None of the above or other,93,119,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)","Health/natural supermarket (e.g. Whole Foods, Natural Grocers)",,,,,,,"Meal/Meal Kit Delivery Service (e.g. Blue Apron, Schwan's, etc.)",,"Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)"
150,R_UgQkGH9XK62NdqF,Louisiana,Livingston,,,Crawfish,Jambalaya,Corn,Neutral,Disagree,Agree,Pecans,Blackberries,,,,,,Mushrooms,,,Wild Nuts,,,,"No, I have never heard of this before.","Medical professionals (Doctor, Nurse, etc.)",,,,,,,,Neutral,,Wearing long sleeves and pants when in wooded or grassy areas,,,,,,5,Trust,Strongly Trust,Neutral,Trust,Distrust,Distrust,18 - 24,Female,White,,,,,,,,,,,,,,,"Yes, Cuban","$50,000 - $59,999",,Not religious,113,53,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,"Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",,"Smaller format grocery store (e.g. independent grocery store, food co-op, Trader Joe's)",,,,"Meal/Meal Kit Delivery Service (e.g. Blue Apron, Schwan's, etc.)",,Food box (e.g. sourced from many farms/producers; picked up at food hub or delivered to home)
170,R_27qITEcHl4P4tSd,Tennessee,,,Bedford,potatoes ,melon,corn,Strongly Agree,Strongly Disagree,Neutral,Pecans,,,,,,,,,,,,,,"No, but I had heard about a tick bite that makes you allergic to red meat.",,,"Educational Institutions (Schools, Colleges, etc.)",,,,,,Not Concerned at all,,,,Avoiding areas known for a high presence of Lone Star ticks,,,,2,Neutral,Strongly Trust,Strongly Trust,Neutral,Strongly Trust,Distrust,18 - 24,Male,,,,,,,,,,,,,,,some other race,"Yes, Mexican, Mexican American, Chicano","$60,000 - $69,999",6,Catholic,124,103,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,,,,,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)"
520,R_D6LCldz8wj7UM5X,Arkansas,,,,Rice,Mississippi Mud Pie,Corn,Agree,Strongly Agree,Agree,,Blackberries,,,,,,Mushrooms,,,Wild Nuts,,Wild Herbs,,"No, but I had heard about a tick bite that makes you allergic to red meat.","Medical professionals (Doctor, Nurse, etc.)",News/Media,,,,Friends or Family,,,Somewhat Concerned,,,,,Seeking medical advice or consultation about prevention,,,6,Trust,Trust,Trust,Trust,Neutral,Strongly Distrust,18 - 24,Male,White,,,,,,,,,,,,,,,"Yes, Mexican, Mexican American, Chicano","$100,000 - $149,999",4,Catholic,80,49,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,"Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",,,Farmers market,,,,"Bakery, deli, meal or fish market (gourmet or ethnic)","Supercenter and wholesale (e.g. Walmart, Costco)"
164,R_322vCWidCAL08s9,Louisiana,Jackson,,,Gumbo,No clue,Corn,Agree,Agree,Agree,Pecans,,,,,,,Mushrooms,,,Wild Nuts,,,,"No, I have never heard of this before.",,News/Media,,,,,,,Neutral,,,Checking for ticks after spending time outdoors,,,,,3,Distrust,Trust,Trust,Neutral,Neutral,Neutral,18 - 24,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$10,000 - $19,999",2,Not religious,100,49,"Supercenter and wholesale (e.g. Walmart, Costco)",,,,Discount store (e.g. Dollar Store; Aldi),,Farmers market,,,,"Bakery, deli, meal or fish market (gourmet or ethnic)","Supercenter and wholesale (e.g. Walmart, Costco)"
493,R_UX4SH9R034cT6Wl,Missouri,,,,Soy bean,No idea ,Corn,Agree,Disagree,Disagree,,,,,,,,,,,,,,None of the above,"Yes, I had heard of Alpha-gal syndrome.","Medical professionals (Doctor, Nurse, etc.)",,,,,Friends or Family,,,Somewhat Concerned,Using insect repellent when outdoors,Wearing long sleeves and pants when in wooded or grassy areas,Checking for ticks after spending time outdoors,Avoiding areas known for a high presence of Lone Star ticks,,,,4,Neutral,Trust,Neutral,Neutral,Neutral,Neutral,45 - 54,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","More than $150,000",2,Not religious,204,105,"Supercenter and wholesale (e.g. Walmart, Costco)",,"Health/natural supermarket (e.g. Whole Foods, Natural Grocers)",,,,,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)"
244,R_9WFdQtnJiwcPAw9,Missouri,,,,Beans,Peaches,Corn,Strongly Agree,Strongly Agree,Strongly Agree,Pecans,Blackberries,,,,,,Mushrooms,,"Wild Greens (including dandelion greens, sorrel, and lamb's quarters, etc)",,,,,"No, but I had heard about a tick bite that makes you allergic to red meat.",,,,,,Friends or Family,,,Very Concerned,Using insect repellent when outdoors,Wearing long sleeves and pants when in wooded or grassy areas,Checking for ticks after spending time outdoors,,,,,7,Strongly Distrust,Neutral,Neutral,Trust,Trust,Distrust,35 - 44,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","More than $150,000",3,Catholic,242,102,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)","Health/natural supermarket (e.g. Whole Foods, Natural Grocers)","Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",Discount store (e.g. Dollar Store; Aldi),"Smaller format grocery store (e.g. independent grocery store, food co-op, Trader Joe's)",Farmers market,,Food box (e.g. sourced from many farms/producers; picked up at food hub or delivered to home),,"Bakery, deli, meal or fish market (gourmet or ethnic)","Supercenter and wholesale (e.g. Walmart, Costco)"
501,R_2WUbusOBjbYiaF9,Louisiana,Jackson,,,"Pecans
Peaches ","Peas
Pecans
Peaches ",Corn,Agree,Agree,Agree,Pecans,,,,,Mayhaw,,,,,,Cattails,,,"No, I have never heard of this before.",,,,,,,Other (Please Specify),None ,Somewhat Concerned,Using insect repellent when outdoors,,Checking for ticks after spending time outdoors,,,,,5,Trust,Trust,Trust,Trust,Trust,Neutral,45 - 54,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$20,000 - $29,999",2,Protestant,50,51,"Supercenter and wholesale (e.g. Walmart, Costco)",,,,Discount store (e.g. Dollar Store; Aldi),"Smaller format grocery store (e.g. independent grocery store, food co-op, Trader Joe's)",,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)"
202,R_3ERLl9LouSonNWx,Missouri,,,,"Pork steak, toasted ravioli ",Pork steak ,Corn,Agree,Agree,Agree,,Blackberries,,,,,,Mushrooms,,,,,,,"No, but I had heard about a tick bite that makes you allergic to red meat.",,News/Media,"Educational Institutions (Schools, Colleges, etc.)",,,,,,Somewhat Concerned,,Wearing long sleeves and pants when in wooded or grassy areas,,,,,,7,Distrust,Distrust,Neutral,Neutral,Trust,Distrust,45 - 54,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$30,000 - $39,999",1,Orthodox (such as Greek or Russian Orthodox),121,114,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,,,,,,,,,"Supermarket and grocery (e.g. Safeway, City Market, Albertsons)"
302,R_VWJJW8aCtVMMj6x,Arkansas,,,,Potatoes,Potato,Corn,Agree,Disagree,Agree,,Blackberries,,,,,Persimmons,,,,,,,,"No, I have never heard of this before.","Medical professionals (Doctor, Nurse, etc.)",,,,,,,,Somewhat Concerned,Using insect repellent when outdoors,,Checking for ticks after spending time outdoors,,Seeking medical advice or consultation about prevention,,,3,Distrust,Trust,Neutral,Trust,Distrust,Neutral,25 - 34,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$20,000 - $29,999",1,Not religious,47,64,"Supercenter and wholesale (e.g. Walmart, Costco)",,,,Discount store (e.g. Dollar Store; Aldi),,Farmers market,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)"
174,R_2SqObJChMQv0ois,Arkansas,,,,Rice,Rice,Corn,Agree,Agree,Agree,Pecans,Blackberries,,,,,,,,,,,,,"No, I have never heard of this before.",,,,,,Friends or Family,,,Somewhat Concerned,,,,Avoiding areas known for a high presence of Lone Star ticks,,,,8,Distrust,Strongly Trust,Strongly Trust,Trust,Strongly Distrust,Strongly Distrust,75 - 84,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",2,Protestant,126,21,"Supercenter and wholesale (e.g. Walmart, Costco)",,"Health/natural supermarket (e.g. Whole Foods, Natural Grocers)",,,"Smaller format grocery store (e.g. independent grocery store, food co-op, Trader Joe's)",,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)"
617,R_1hS7pxpqjR0suzL,Tennessee,,,Shelby,Bananas,rice,corn,Strongly Agree,Strongly Agree,Strongly Agree,Pecans,,,Muscadine Grapes,,Mayhaw,Persimmons,,Sassafras,,Wild Nuts,Cattails,Wild Herbs,,"Yes, I had heard of Alpha-gal syndrome.","Medical professionals (Doctor, Nurse, etc.)",News/Media,"Educational Institutions (Schools, Colleges, etc.)",,,,,,Very Concerned,Using insect repellent when outdoors,Wearing long sleeves and pants when in wooded or grassy areas,Checking for ticks after spending time outdoors,Avoiding areas known for a high presence of Lone Star ticks,Seeking medical advice or consultation about prevention,,,10,Strongly Trust,Strongly Trust,Strongly Trust,Strongly Trust,Strongly Trust,Strongly Trust,35 - 44,Female,,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$50,000 - $59,999",1,Protestant,80,60,"Supercenter and wholesale (e.g. Walmart, Costco)",,,,Discount store (e.g. Dollar Store; Aldi),,Farmers market,,Food box (e.g. sourced from many farms/producers; picked up at food hub or delivered to home),"Meal/Meal Kit Delivery Service (e.g. Blue Apron, Schwan's, etc.)","Bakery, deli, meal or fish market (gourmet or ethnic)","Supercenter and wholesale (e.g. Walmart, Costco)"
288,R_2rqMYwjz8ABlALh,Arkansas,,,,Rice,Rice,Corn,Agree,Agree,Agree,,Blackberries,,,,,,,,"Wild Greens (including dandelion greens, sorrel, and lamb's quarters, etc)",,,,,"Yes, I had heard of Alpha-gal syndrome.",,News/Media,,,,,,,Neutral,,Wearing long sleeves and pants when in wooded or grassy areas,,,,,,5,Trust,Trust,Trust,Neutral,Neutral,Distrust,45 - 54,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$20,000 - $29,999",,Protestant,53,15,"Supercenter and wholesale (e.g. Walmart, Costco)",,,"Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",Discount store (e.g. Dollar Store; Aldi),"Smaller format grocery store (e.g. independent grocery store, food co-op, Trader Joe's)",,,,,,"Smaller format grocery store (e.g. independent grocery store, food co-op, Trader Joe's)"
479,R_2460HniuQGxmDen,Arkansas,,,,Rice,Rice,Corn,Strongly Agree,Agree,Neutral,Pecans,Blackberries,,Muscadine Grapes,,,,,,,,,,,"No, I have never heard of this before.",,News/Media,,,,,,,Somewhat Concerned,Using insect repellent when outdoors,Wearing long sleeves and pants when in wooded or grassy areas,Checking for ticks after spending time outdoors,Avoiding areas known for a high presence of Lone Star ticks,,,,8,Neutral,Neutral,Neutral,Neutral,Distrust,Distrust,55 - 64,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$80,000 - $89,999",2,None of the above or other,81,23,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)","Health/natural supermarket (e.g. Whole Foods, Natural Grocers)",,Discount store (e.g. Dollar Store; Aldi),"Smaller format grocery store (e.g. independent grocery store, food co-op, Trader Joe's)",Farmers market,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)"
548,R_2PiMpsFMYymP8UF,Missouri,,,,Ice cream or ravioli ,Rice,Corn,Neutral,Neutral,Agree,Pecans,,,,,,,,,,Wild Nuts,,Wild Herbs,,"Yes, I had heard of Alpha-gal syndrome.",,News/Media,,,,,,,Very Concerned,Using insect repellent when outdoors,,,Avoiding areas known for a high presence of Lone Star ticks,,,,8,Trust,Neutral,Trust,Neutral,Distrust,Strongly Distrust,25 - 34,Female,White,,,,,,,,,,,,,,,"Yes, Cuban","$100,000 - $149,999",2,Catholic,200,60,"Supercenter and wholesale (e.g. Walmart, Costco)",,,,Discount store (e.g. Dollar Store; Aldi),"Smaller format grocery store (e.g. independent grocery store, food co-op, Trader Joe's)",,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)"
468,R_Olk06nJNiMuai2J,Missouri,,,,soybeans,rice,corn,Disagree,Neutral,Disagree,,Blackberries,,,,,,,,,,,,,"No, I have never heard of this before.",,,,,,,Other (Please Specify),this survey,Somewhat Concerned,,,Checking for ticks after spending time outdoors,,,,,8,Trust,Trust,Neutral,Neutral,Neutral,Neutral,45 - 54,Male,White,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",3,Protestant,99,50,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,"Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",Discount store (e.g. Dollar Store; Aldi),,,,,,,"Supermarket and grocery (e.g. Safeway, City Market, Albertsons)"
496,R_3HFbCBzPORU0BYH,Arkansas,,,,"Rice, cotton",Rice,Corn,Agree,Agree,Neutral,,,,,,,,Mushrooms,,,,,,,"No, but I had heard about a tick bite that makes you allergic to red meat.",,News/Media,,Social Media,,Friends or Family,,,Somewhat Concerned,Using insect repellent when outdoors,Wearing long sleeves and pants when in wooded or grassy areas,Checking for ticks after spending time outdoors,,,,,4,Distrust,Trust,Trust,Trust,Strongly Distrust,Distrust,65 - 74,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$20,000 - $29,999",2,None of the above or other,51,10,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,,Discount store (e.g. Dollar Store; Aldi),,,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)"
170,R_yHD93FagsBQjc5j,Mississippi,,Chickasaw,,chicken,rice hay,corn,Neutral,Neutral,Disagree,,,,Muscadine Grapes,,,,,,,,,,,"No, but I had heard about a tick bite that makes you allergic to red meat.",,,"Educational Institutions (Schools, Colleges, etc.)",,,,,,Neutral,,Wearing long sleeves and pants when in wooded or grassy areas,,,,,,4,Distrust,Neutral,Distrust,Neutral,Trust,Neutral,18 - 24,Male,,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$10,000 - $19,999",5,Not religious,124,103,"Supercenter and wholesale (e.g. Walmart, Costco)",,,,,"Smaller format grocery store (e.g. independent grocery store, food co-op, Trader Joe's)",,,,,,"Supermarket and grocery (e.g. Safeway, City Market, Albertsons)"
212,R_2feQAlHYBk9HpMq,Mississippi,,Lafayette,,"Beans, rice","Rice, beans",Corn,Strongly Agree,Strongly Agree,Strongly Agree,,,,,Pawpaws,,,Mushrooms,,,Wild Nuts,,Wild Herbs,,"Yes, I had heard of Alpha-gal syndrome.","Medical professionals (Doctor, Nurse, etc.)",News/Media,"Educational Institutions (Schools, Colleges, etc.)",Social Media,,,,,Very Concerned,Using insect repellent when outdoors,,Checking for ticks after spending time outdoors,Avoiding areas known for a high presence of Lone Star ticks,,,,2,Neutral,Trust,Trust,Trust,Trust,Trust,45 - 54,Male,White,,,,,,,,,,,,,,,"Yes, Mexican, Mexican American, Chicano","More than $150,000",4,Catholic,91,130,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)","Health/natural supermarket (e.g. Whole Foods, Natural Grocers)","Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",Discount store (e.g. Dollar Store; Aldi),"Smaller format grocery store (e.g. independent grocery store, food co-op, Trader Joe's)",Farmers market,"Direct from producer (other than farmers markets; e.g. CSA, farm stand, ordering online from a producer)",Food box (e.g. sourced from many farms/producers; picked up at food hub or delivered to home),"Meal/Meal Kit Delivery Service (e.g. Blue Apron, Schwan's, etc.)",,"Supercenter and wholesale (e.g. Walmart, Costco)"
938,R_DtVqFM7Mv42zSXn,Tennessee,,,Weakley,Corn soy beans,"Rice, corn, soy beans oranges and pineapple ",Corn,Neutral,Disagree,Disagree,,Blackberries,,,,,,Mushrooms,,,,,,,"No, but I had heard about a tick bite that makes you allergic to red meat.",,,,Social Media,,,,,Not Very Concerned,Using insect repellent when outdoors,,,,,,,5,Trust,Trust,Trust,Trust,Distrust,Distrust,45 - 54,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$20,000 - $29,999",2,None of the above or other,75,8,"Supercenter and wholesale (e.g. Walmart, Costco)",,,"Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",Discount store (e.g. Dollar Store; Aldi),"Smaller format grocery store (e.g. independent grocery store, food co-op, Trader Joe's)",,,,,,Discount store (e.g. Dollar Store; Aldi)
306,R_1goIVfvTvrbnmJW,Arkansas,,,,Rice,"Rice, wheat",Corn,Strongly Agree,Strongly Agree,Agree,Pecans,,,Muscadine Grapes,,,,Mushrooms,,,,,,,"Yes, I had heard of Alpha-gal syndrome.","Medical professionals (Doctor, Nurse, etc.)",,,,,,,,Not Very Concerned,Using insect repellent when outdoors,,,Avoiding areas known for a high presence of Lone Star ticks,,,,7,Neutral,Trust,Trust,Neutral,Trust,Neutral,45 - 54,Female,,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$50,000 - $59,999",3,Protestant,90,16,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,"Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",Discount store (e.g. Dollar Store; Aldi),,,,,,"Bakery, deli, meal or fish market (gourmet or ethnic)","Supercenter and wholesale (e.g. Walmart, Costco)"
