Duration (in seconds),Q2,Q7,Q8,Q9,Q10,Q11,Q12,Q13_1,Q13_2,Q13_3,Q33_17,Q33_18,Q33_19,Q33_20,Q33_21,Q33_22,Q33_23,Q33_24,Q33_25,Q33_26,Q33_27,Q33_28,Q33_29,Q33_30,Q15,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_7,Q16_7_TEXT,Q17,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q18_6,Q18_6_TEXT,Q20_1,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_6,Q22,Q23,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q24_7,Q24_8,Q24_9,Q24_10,Q24_11,Q24_12,Q24_13,Q24_14,Q24_15,Q25,Q26,Q27_1,Q28,Q29_5,Q29_6,Q30_4,Q30_5,Q30_6,Q30_7,Q30_8,Q30_9,Q30_10,Q30_11,Q30_12,Q30_13,Q30_14,Q31,opp,gc,term,rid,RISN,V,LS,SVID,transaction_id,PS,Q_BallotBoxStuffing,Q_TotalDuration,Q_CHL,psid,entrySigCheck,race
570,Louisiana,Webster,,,Crawfish and Gumbo ,Pecans and peaspeas,Oranges  mango,Neutral,Neutral,Neutral,Pecans,Blackberries,,,,,,,,,,,,,"No, I have never heard of this before.",,,,,,,Other (Please Specify),This survey Arkansas U,Somewhat Concerned,,Wearing long sleeves and pants when in wooded or grassy areas,,,,,,9,Neutral,Trust,Trust,Neutral,Neutral,Neutral,45 - 54,Male,,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$10,000 - $19,999",2,None of the above or other,99,16,"Supercenter and wholesale (e.g. Walmart, Costco)",,,,Discount store (e.g. Dollar Store; Aldi),,,,,,,Discount store (e.g. Dollar Store; Aldi),Qual29638-0912-ConsumersStudy[BA],1,,652234b9-35ec-6cfd-3fe2-91a2d3a2523d,41868610,H,1338,,,,,570,anonymous,Value will be set from Panel or URL,on,Black/AA
1151,Louisiana,Orleans,,,"Sugar cane, crayfish, shrimp, oysters, fish, okra black berries, pecans","Fish, shrimp, oysters, crayfish",Shrimp,Agree,Agree,Agree,Pecans,,,,,,,,,,,,Wild Herbs,,"No, I have never heard of this before.",,,,,,,Other (Please Specify),This survey,Not Very Concerned,,,,,,Other (Please Specify),Nothing,7,Trust,Trust,Trust,Trust,Neutral,Neutral,55 - 64,Female,,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","Less than $10,000",4,None of the above or other,130,20,"Supercenter and wholesale (e.g. Walmart, Costco)",,,"Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",Discount store (e.g. Dollar Store; Aldi),,,,,,,Discount store (e.g. Dollar Store; Aldi),Qual29638-0912-ConsumersStudy[BA],1,,652232d0-504b-ab5a-e6b1-d39421d3f4a7,41868610,H,1338,,,,,1151,anonymous,Value will be set from Panel or URL,on,Black/AA
287,Missouri,,,,Apples ,Corn,Fruits,Neutral,Neutral,Neutral,,,,,,,,,,,,,Wild Herbs,,"No, but I had heard about a tick bite that makes you allergic to red meat.",,News/Media,,,,,,,Somewhat Concerned,Using insect repellent when outdoors,Wearing long sleeves and pants when in wooded or grassy areas,Checking for ticks after spending time outdoors,Avoiding areas known for a high presence of Lone Star ticks,Seeking medical advice or consultation about prevention,,,5,Trust,Distrust,Trust,Neutral,Strongly Distrust,Strongly Distrust,18 - 24,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",3,None of the above or other,54,40,"Supercenter and wholesale (e.g. Walmart, Costco)",,,"Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",Discount store (e.g. Dollar Store; Aldi),,,,Food box (e.g. sourced from many farms/producers; picked up at food hub or delivered to home),,,"Supercenter and wholesale (e.g. Walmart, Costco)",Qual29638-0912-ConsumersStudy[BA],1,,65223619-cebf-02fe-d599-591277471682,41868610,H,1338,,,,,287,anonymous,Value will be set from Panel or URL,on,White
471,Arkansas,,,,Rice,Cotton,Pecans,Agree,Agree,Neutral,,,,,,,,,,,,,,None of the above,"No, I have never heard of this before.",,,,,,,Other (Please Specify),None,Somewhat Concerned,Using insect repellent when outdoors,,Checking for ticks after spending time outdoors,,,,,5,Trust,Trust,Trust,Trust,Strongly Distrust,Strongly Distrust,65 - 74,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$50,000 - $59,999",2,Protestant,157,56,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,,Discount store (e.g. Dollar Store; Aldi),,Farmers market,"Direct from producer (other than farmers markets; e.g. CSA, farm stand, ordering online from a producer)",,,,"Supercenter and wholesale (e.g. Walmart, Costco)",Qual29638-0912-ConsumersStudy[BA],1,,65223558-7d9c-da6c-680d-f0a03dbd6433,41868610,H,1338,,,,,471,anonymous,Value will be set from Panel or URL,on,White
350,Tennessee,,,Bledsoe,Ribs,Greens,Veggies,Strongly Agree,Strongly Agree,Strongly Agree,Pecans,Blackberries,,,,,,Mushrooms,,,,,,,"No, but I had heard about a tick bite that makes you allergic to red meat.",,News/Media,,,,,,,Not Very Concerned,,Wearing long sleeves and pants when in wooded or grassy areas,,,,,,9,Trust,Trust,Neutral,Trust,Distrust,Distrust,45 - 54,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",4,Protestant,150,104,"Supercenter and wholesale (e.g. Walmart, Costco)",,,"Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",,,,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)",Qual29638-0912-ConsumersStudy[BA],1,,6522363d-1800-e619-8dfd-39f59ac5e0f8,41868610,H,1338,,,,,350,anonymous,Value will be set from Panel or URL,on,White
344,Louisiana,Lafayette,,,Suger Cane,Corn,Wheat,Neutral,Neutral,Disagree,Pecans,,,,,,,,,,,,,,"No, I have never heard of this before.",,,,,,,Other (Please Specify),This servey,Not Very Concerned,,,Checking for ticks after spending time outdoors,,,,,5,Neutral,Trust,Neutral,Neutral,Neutral,Neutral,45 - 54,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$10,000 - $19,999",4,Catholic,174,31,,"Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,"Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",Discount store (e.g. Dollar Store; Aldi),"Smaller format grocery store (e.g. independent grocery store, food co-op, Trader Joe's)",,,,,,"Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",Qual29638-0912-ConsumersStudy[BA],1,,65223659-b40a-6f37-57c1-c69592669d69,41868610,H,1338,,,,,344,anonymous,Value will be set from Panel or URL,on,White
205,Arkansas,,,,Corn,Soybeans ,Potatoes ,Agree,Agree,Agree,Pecans,Blackberries,Ramps,,,,Persimmons,,,,,,,,"Yes, I had heard of Alpha-gal syndrome.",,,,,,Friends or Family,,,Somewhat Concerned,Using insect repellent when outdoors,Wearing long sleeves and pants when in wooded or grassy areas,Checking for ticks after spending time outdoors,Avoiding areas known for a high presence of Lone Star ticks,Seeking medical advice or consultation about prevention,,,6,Trust,Trust,Trust,Trust,Neutral,Neutral,25 - 34,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$70,000 - $79,999",6,Protestant,101,15,"Supercenter and wholesale (e.g. Walmart, Costco)",,"Health/natural supermarket (e.g. Whole Foods, Natural Grocers)",,Discount store (e.g. Dollar Store; Aldi),"Smaller format grocery store (e.g. independent grocery store, food co-op, Trader Joe's)",,"Direct from producer (other than farmers markets; e.g. CSA, farm stand, ordering online from a producer)",,,,"Smaller format grocery store (e.g. independent grocery store, food co-op, Trader Joe's)",Qual29638-0912-ConsumersStudy[BA],1,,65223719-9e88-d6a7-9a5d-f64de5ca0cf0,41868610,H,1338,,,,,205,anonymous,Value will be set from Panel or URL,on,White
854,Mississippi,,Jackson,,"Cotton, soybean, corn","Corn, wheat, rice",Potatoes,Agree,Agree,Agree,,,,,,,,,,,,,,None of the above,"No, I have never heard of this before.",,,,,,,Other (Please Specify),This survey,Not Very Concerned,,Wearing long sleeves and pants when in wooded or grassy areas,Checking for ticks after spending time outdoors,Avoiding areas known for a high presence of Lone Star ticks,Seeking medical advice or consultation about prevention,,,3,Trust,Trust,Trust,Trust,Neutral,Neutral,45 - 54,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$10,000 - $19,999",6,None of the above or other,51,21,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,"Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",Discount store (e.g. Dollar Store; Aldi),,,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)",Qual29638-0912-ConsumersStudy[BA],1,,652234a6-0723-de1a-da75-c43655ac5d0d,41868610,H,1338,,,,,854,anonymous,Value will be set from Panel or URL,on,White
790,Mississippi,,Sunflower,,"Soy beans, corn & cotton","Catfish, corn & greens ",Rice,Strongly Agree,Disagree,Disagree,,,,,,,,,,,,,,None of the above,"No, I have never heard of this before.",,News/Media,,,,,,,Somewhat Concerned,,,Checking for ticks after spending time outdoors,,,,,9,Trust,Neutral,Distrust,Distrust,Neutral,Neutral,55 - 64,Female,,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$50,000 - $59,999",2,None of the above or other,129,66,"Supercenter and wholesale (e.g. Walmart, Costco)",,,,,,Farmers market,,Food box (e.g. sourced from many farms/producers; picked up at food hub or delivered to home),,,"Supercenter and wholesale (e.g. Walmart, Costco)",Qual29638-0912-ConsumersStudy[BA],1,,652234d4-373d-a76b-9d90-0ad68722c110,41868610,H,1338,,,,,790,anonymous,Value will be set from Panel or URL,on,Black/AA
338,Tennessee,,,Anderson,Ramps,Blackberries ,Pawpaws,Agree,Strongly Agree,Neutral,Pecans,Blackberries,Ramps,,Pawpaws,Mayhaw,,,,,,,,,"Yes, I had heard of Alpha-gal syndrome.","Medical professionals (Doctor, Nurse, etc.)",,"Educational Institutions (Schools, Colleges, etc.)",,,,,,Somewhat Concerned,Using insect repellent when outdoors,Wearing long sleeves and pants when in wooded or grassy areas,,Avoiding areas known for a high presence of Lone Star ticks,,,,8,Trust,Strongly Trust,Neutral,Trust,Strongly Trust,Neutral,35 - 44,Male,White,,,,,,,,,,,,,,,"Yes, Mexican, Mexican American, Chicano","More than $150,000",4,Muslim,102,140,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,"Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",,,,,,,,"Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",Qual29638-0912-ConsumersStudy[BA],1,,6522372b-952f-9d82-b785-9b3502b3d994,41868610,H,1338,,,,,338,anonymous,Value will be set from Panel or URL,on,
437,Louisiana,Tangipahoa,,,"Sugar cane, rice, seafood",Seafood,Apples,Agree,Agree,Agree,Pecans,Blackberries,,,,,,,,,,,,,"No, I have never heard of this before.",,,,Social Media,,,,,Neutral,,,,Avoiding areas known for a high presence of Lone Star ticks,,,,5,Trust,Trust,Neutral,Neutral,Distrust,Distrust,45 - 54,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",5,Protestant,126,72,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,,,"Smaller format grocery store (e.g. independent grocery store, food co-op, Trader Joe's)",Farmers market,,,,,Farmers market,Qual29638-0912-ConsumersStudy[BA],1,,65223753-cc96-1877-acb7-937f8d0cf026,41868610,H,1338,,,,,437,anonymous,Value will be set from Panel or URL,on,White
212,Mississippi,,Jackson,,greens ,any soul food,seafood ,Neutral,Neutral,Neutral,Pecans,,,,,,,Mushrooms,,,,,,,"No, but I had heard about a tick bite that makes you allergic to red meat.",,,,,,Friends or Family,,,Neutral,,,Checking for ticks after spending time outdoors,,Seeking medical advice or consultation about prevention,,,7,Neutral,Strongly Trust,Strongly Trust,Neutral,Neutral,Neutral,18 - 24,Female,,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$10,000 - $19,999",,None of the above or other,245,103,"Supercenter and wholesale (e.g. Walmart, Costco)",,,,Discount store (e.g. Dollar Store; Aldi),"Smaller format grocery store (e.g. independent grocery store, food co-op, Trader Joe's)",,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)",Qual29638-0912-ConsumersStudy[BA],1,,6522383e-e138-57e2-2a72-3de8bcf7f962,41868610,H,1338,,,,,212,anonymous,Value will be set from Panel or URL,on,Black/AA
299,Mississippi,,Panola,,Corn,Corn ,Farm raised organic meats ,Strongly Agree,Strongly Agree,Strongly Agree,,,,,,,,,,,,,,None of the above,"No, but I had heard about a tick bite that makes you allergic to red meat.",,,,,,Friends or Family,,,Not Very Concerned,,,Checking for ticks after spending time outdoors,,,,,4,Trust,Trust,Trust,Neutral,Distrust,Distrust,25 - 34,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",3,Not religious,250,50,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,"Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",Discount store (e.g. Dollar Store; Aldi),,Farmers market,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)",Qual29638-0912-ConsumersStudy[BA],1,,6522384f-d5f1-1c0c-44fe-3f5e6d5b8542,41868610,H,1338,,,,,299,anonymous,Value will be set from Panel or URL,on,White
395,Arkansas,,,,Soybeans,Rice,Beans,Agree,Agree,Agree,Pecans,,,Muscadine Grapes,,,,,,,Wild Nuts,,,,"Yes, I had heard of Alpha-gal syndrome.",,News/Media,,Social Media,,Friends or Family,,,Somewhat Concerned,Using insect repellent when outdoors,,Checking for ticks after spending time outdoors,,,,,6,Neutral,Neutral,Trust,Trust,Distrust,Neutral,55 - 64,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$90,000 - $99,999",2,Protestant,101,33,"Supercenter and wholesale (e.g. Walmart, Costco)",,,,Discount store (e.g. Dollar Store; Aldi),"Smaller format grocery store (e.g. independent grocery store, food co-op, Trader Joe's)",Farmers market,"Direct from producer (other than farmers markets; e.g. CSA, farm stand, ordering online from a producer)",,,,"Smaller format grocery store (e.g. independent grocery store, food co-op, Trader Joe's)",Qual29638-0912-ConsumersStudy[BA],1,,6522388b-fed2-92a9-2191-f199285d829e,41868610,H,1338,,,,,395,anonymous,Value will be set from Panel or URL,on,White
693,Missouri,,,,"Corn, beans","Greens, corn",Na,Neutral,Neutral,Neutral,,Blackberries,,,Pawpaws,,,Mushrooms,,,,,,,"No, I have never heard of this before.",,,,Social Media,,,,,Not Very Concerned,Using insect repellent when outdoors,Wearing long sleeves and pants when in wooded or grassy areas,Checking for ticks after spending time outdoors,,,,,10,Distrust,Neutral,Neutral,Trust,Neutral,Distrust,45 - 54,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$20,000 - $29,999",3,Catholic,100,100,"Supercenter and wholesale (e.g. Walmart, Costco)",,,,Discount store (e.g. Dollar Store; Aldi),,,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)",Qual29638-0912-ConsumersStudy[BA],1,,65223778-67d7-6d29-3cda-7f1ec380123e,41868610,H,1338,,,,,693,anonymous,Value will be set from Panel or URL,on,White
391,Tennessee,,,Knox,Corn,Corn,Corn,Strongly Agree,Agree,Agree,Pecans,Blackberries,,,,,,Mushrooms,,,,,,,"No, I have never heard of this before.",,News/Media,,,,,,,Somewhat Concerned,,Wearing long sleeves and pants when in wooded or grassy areas,,,,,,10,Distrust,Trust,Neutral,Neutral,Trust,Trust,35 - 44,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$30,000 - $39,999",4,Protestant,118,51,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,,,,,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)",Qual29638-0912-ConsumersStudy[BA],1,,6522394c-eaf0-1425-615e-475a80c84bcf,41868610,H,1338,,,,,391,anonymous,Value will be set from Panel or URL,on,White
471,Tennessee,,,Jefferson,Corn or cotton,Unsure,Potatoes,Neutral,Neutral,Disagree,,Blackberries,,,,,,,,,,,,,"No, but I had heard about a tick bite that makes you allergic to red meat.",,,,,,,Other (Please Specify),No one,Very Concerned,Using insect repellent when outdoors,Wearing long sleeves and pants when in wooded or grassy areas,Checking for ticks after spending time outdoors,Avoiding areas known for a high presence of Lone Star ticks,,,,3,Distrust,Trust,Strongly Trust,Trust,Strongly Distrust,Neutral,25 - 34,Female,White,,,,,,,,,,,,,,,"Yes, Mexican, Mexican American, Chicano","$40,000 - $49,999",5,Not religious,150,12,"Supercenter and wholesale (e.g. Walmart, Costco)",,,,Discount store (e.g. Dollar Store; Aldi),,Farmers market,,,,,Discount store (e.g. Dollar Store; Aldi),Qual29638-0912-ConsumersStudy[BA],1,,6522392d-22a4-b4bc-b043-9af764d693dc,41868610,H,1338,,,,,471,anonymous,Value will be set from Panel or URL,on,
267,Louisiana,Calcasieu,,,"Rice, corn","Corn, wheat",More green vegetables,Strongly Agree,Agree,Agree,Pecans,Blackberries,,,,Mayhaw,,,,,Wild Nuts,,,,"No, I have never heard of this before.",,,,,,,Other (Please Specify),This survey,Somewhat Concerned,Using insect repellent when outdoors,,,,,,,8,Distrust,Distrust,Trust,Trust,Strongly Distrust,Distrust,25 - 34,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$50,000 - $59,999",5,None of the above or other,202,3,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)","Health/natural supermarket (e.g. Whole Foods, Natural Grocers)","Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",Discount store (e.g. Dollar Store; Aldi),"Smaller format grocery store (e.g. independent grocery store, food co-op, Trader Joe's)",,,,,"Bakery, deli, meal or fish market (gourmet or ethnic)","Supercenter and wholesale (e.g. Walmart, Costco)",Qual29638-0912-ConsumersStudy[BA],1,,65223a36-1f28-a7ef-7b2d-12ae8c206716,41868610,H,1338,,,,,267,anonymous,Value will be set from Panel or URL,on,White
310,Missouri,,,,Corn and soybeans,Corn and soybeans ,"Orchard fruits, hops, corn for human consumption, native gourds/squash",Agree,Agree,Agree,,,,,,,,,,,,,,None of the above,"Yes, I had heard of Alpha-gal syndrome.",,News/Media,,Social Media,,Friends or Family,,,Somewhat Concerned,Using insect repellent when outdoors,,Checking for ticks after spending time outdoors,,,,,2,Trust,Strongly Trust,Strongly Trust,Neutral,Neutral,Neutral,35 - 44,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",4,Atheist/Agnostic,151,125,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)","Health/natural supermarket (e.g. Whole Foods, Natural Grocers)",,,"Smaller format grocery store (e.g. independent grocery store, food co-op, Trader Joe's)",Farmers market,,,,,"Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",Qual29638-0912-ConsumersStudy[BA],1,,65223a61-a436-fe5e-579d-51f89cb546f0,41868610,H,1338,,,,,310,anonymous,Value will be set from Panel or URL,on,White
269,Tennessee,,,Shelby,Corn,Fish,Cocunuts,Agree,Agree,Neutral,Pecans,,,,,,,Mushrooms,,,,,,,"No, but I had heard about a tick bite that makes you allergic to red meat.",,,,,,Friends or Family,,,Neutral,,Wearing long sleeves and pants when in wooded or grassy areas,,,,,,5,Neutral,Neutral,Neutral,Neutral,Distrust,Strongly Distrust,25 - 34,Prefer not to say,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$40,000 - $49,999",2,Atheist/Agnostic,170,250,"Supercenter and wholesale (e.g. Walmart, Costco)",,"Health/natural supermarket (e.g. Whole Foods, Natural Grocers)",,Discount store (e.g. Dollar Store; Aldi),,,"Direct from producer (other than farmers markets; e.g. CSA, farm stand, ordering online from a producer)",,"Meal/Meal Kit Delivery Service (e.g. Blue Apron, Schwan's, etc.)",,"Health/natural supermarket (e.g. Whole Foods, Natural Grocers)",Qual29638-0912-ConsumersStudy[BA],1,,65223a6a-ca84-bff1-7830-22b2c5fa77d2,41868610,H,1338,,,,,269,anonymous,Value will be set from Panel or URL,on,White
