Duration (in seconds),LocationLatitude,LocationLongitude,Q2,Q7,Q8,Q9,Q10,Q11,Q12,Q13_1,Q13_2,Q13_3,Q33,Q15,Q16,Q16_7_TEXT,Q17,Q18,Q18_6_TEXT,Q20_1,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_6,Q22,Q23,Q24,Q25,Q26,Q27_1,Q28,Q29_5,Q29_6,Q30,Q31,opp,gc,term,rid,RISN,V,LS,SVID,transaction_id,PS,Q_BallotBoxStuffing,Q_TotalDuration,Q_CHL,psid,entrySigCheck,race
323,32.7797,-96.8022,5,57,,,Cajun ,Sugar cane ,Sunflower ,3,3,2,"17,26",3,4,,3,"2,4",,4,4,3,2,4,2,1,4,1,1,1,3,2,2,99,22,"4,5,8",5,Qual29638-0912-ConsumersStudy[BA],1,,65224151-7260-d4ee-b57d-905ec8eec475,41868610,H,1338,,,,,323,anonymous,Value will be set from Panel or URL,on,White
25,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522430a-02bc-e7b3-09ce-e2f6b88ca59e,41868610,H,,,,,,25,anonymous,Value will be set from Panel or URL,on,
259,35.5882,-90.562,2,,,,Rice,Corn ,I'm not sure ,3,3,3,24,3,7,None,2,3,,9,2,3,3,3,3,3,5,2,1,1,6,6,2,25,42,"4,7,8",4,Qual29638-0912-ConsumersStudy[BA],1,,65224256-c518-d85e-9a7c-a666a2d4559d,41868610,H,1338,,,,,259,anonymous,Value will be set from Panel or URL,on,White
29,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522432f-c2cc-e5f8-fe41-66b741e8aab7,41868610,H,,,,,,29,anonymous,Value will be set from Panel or URL,on,
63,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65224312-4ed1-bbc5-7090-3b0dcd6419a1,41868610,H,,,,,,63,anonymous,Value will be set from Panel or URL,on,
230,30.3957,-91.9304,2,,,,Rice and beans,Rice and soy beans, Corn ,5,5,4,"18,23,26",2,"2,4",,2,"1,3,4",,7,4,4,3,4,3,3,3,2,1,1,2,8,9,250,20,"4,5,7,8",4,Qual29638-0912-ConsumersStudy[BA],1,,65224272-71de-c576-a018-598b7c773fa6,41868610,H,1338,,,,,230,anonymous,Value will be set from Panel or URL,on,White
26,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522434a-c503-2663-302e-a369af6f9252,41868610,H,,,,,,26,anonymous,Value will be set from Panel or URL,on,
320,34.0544,-118.2441,2,,,,Grapes,Berries ,Corn,4,4,5,"17,18,20,24",1,"2,3,4",,2,"1,2,3",,4,4,4,4,5,2,3,2,2,3,5,5,2,10,101,61,"4,5,6,10,14",5,Qual29638-0912-ConsumersStudy[BA],1,,6522427c-599b-2585-7d5e-90655827faf8,41868610,H,1338,,,,,320,anonymous,Value will be set from Panel or URL,on,
51,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65224357-19d3-30d6-03ef-56a0c2fc5f56,41868610,H,,,,,,51,anonymous,Value will be set from Panel or URL,on,
27,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65224386-64a6-d7b8-f9c8-47cf155f40c1,41868610,H,,,,,,27,anonymous,Value will be set from Panel or URL,on,
354,43.8096,-83.009,5,1,,,Blackberries,Pecans,Mushrooms,3,3,3,"17,18,24",2,4,,4,"3,4",,10,3,4,3,3,3,3,2,2,1,1,2,2,10,115,60,"4,7,8",4,Qual29638-0912-ConsumersStudy[BA],1,,65224272-4c71-9ea6-9529-6d8147b10453,41868610,H,1338,,,,,354,anonymous,Value will be set from Panel or URL,on,White
26,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522438c-2e05-fbb3-90b1-165cb5125898,41868610,H,,,,,,26,anonymous,Value will be set from Panel or URL,on,
72,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65224322-e063-a9f0-3c9a-140b87d1abba,41868610,H,,,,,,72,anonymous,Value will be set from Panel or URL,on,
22,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,652243c0-b909-8dab-75cd-a7a775075bea,41868610,H,,,,,,22,anonymous,Value will be set from Panel or URL,on,
36,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,652243da-03ba-41c4-9d0e-040ff0e318f8,41868610,H,,,,,,36,anonymous,Value will be set from Panel or URL,on,
22,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,652243d0-531d-03b7-53b0-9edec72a62d9,41868610,H,,,,,,22,anonymous,Value will be set from Panel or URL,on,
194,28.4883,-81.4061,6,,9,,I don't really know about this,I don't really know about this,None,2,3,5,"17,18,22",1,4,,2,3,,6,2,4,5,3,3,3,2,2,2,1,5,,1,129,87,"5,6,12",4,Qual29638-0912-ConsumersStudy[BA],1,,65224327-9445-4f16-1645-aa03128ec0ef,41868610,H,1338,,,,,194,anonymous,Value will be set from Panel or URL,on,Black/AA
23,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,652243ee-9c54-d26a-690f-6162735002f9,41868610,H,,,,,,23,anonymous,Value will be set from Panel or URL,on,
13,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65224402-0aa3-037d-9355-b955b721632c,41868610,H,,,,,,13,anonymous,Value will be set from Panel or URL,on,
19,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522440b-24f0-1b13-3e80-779b3b9913a0,41868610,H,,,,,,19,anonymous,Value will be set from Panel or URL,on,
15,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65224418-038e-34c9-e476-e1e5a6ec1d63,41868610,H,,,,,,15,anonymous,Value will be set from Panel or URL,on,
12,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522443f-328f-0846-bae8-7ca49f4adce3,41868610,H,,,,,,12,anonymous,Value will be set from Panel or URL,on,
17,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522441f-3649-005a-a7b1-0c4b0a81886b,41868610,H,,,,,,17,anonymous,Value will be set from Panel or URL,on,
169,33.2074,-92.662,2,,,,Corn and rice,Wheat,Potatoes ,4,4,4,"18,24,26,27,29",2,"2,4",,2,"1,3,4,5",,3,4,4,4,4,2,1,2,2,1,1,6,2,2,72,34,"4,7,8,9,13,14",4,Qual29638-0912-ConsumersStudy[BA],1,,652243a7-cf8e-5c72-8d62-f6dc636cad58,41868610,H,1338,,,,,169,anonymous,Value will be set from Panel or URL,on,White
1121,30.0053,-91.8226,5,23,,,Crayfish oyster shrimp ,Seafood sugar cane corn,Apples,5,5,5,"17,24",3,7,This survey ,2,6,Nothing ,7,3,3,3,2,3,3,5,2,1,1,6,1,2,98,24,4,4,Qual29638-0912-ConsumersStudy[BA],1,,65223fc6-b6fa-6c53-69d8-db259d897d2c,41868610,H,1338,,,,,1121,anonymous,Value will be set from Panel or URL,on,White
14,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65224444-e4ba-7d98-71c0-04427fe01dd4,41868610,H,,,,,,14,anonymous,Value will be set from Panel or URL,on,
13,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65224452-cfc2-494a-c7db-5026ac58aafb,41868610,H,,,,,,13,anonymous,Value will be set from Panel or URL,on,
17,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65224456-8576-ea32-3cd7-9c79336c43cc,41868610,H,,,,,,17,anonymous,Value will be set from Panel or URL,on,
24,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522445c-456f-2310-0ef0-1e9f275455a3,41868610,H,,,,,,24,anonymous,Value will be set from Panel or URL,on,
164,36.6089,-88.3031,5,25,,,Gumbo,No clue,Corn,4,4,4,"17,24,27",3,2,,3,3,,3,2,4,4,3,3,3,2,2,1,1,2,2,10,100,49,"4,8,10,14",4,Qual29638-0912-ConsumersStudy[BA],1,,652243d6-23ed-d80c-7692-3afbbedf440d,41868610,H,1338,,,,,164,anonymous,Value will be set from Panel or URL,on,White
55,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65224438-44de-3d53-af21-a790e0f1100c,41868610,H,,,,,,55,anonymous,Value will be set from Panel or URL,on,
53,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65224464-f78b-fd0a-526e-2b6f2216b3dc,41868610,H,,,,,,53,anonymous,Value will be set from Panel or URL,on,
21,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522449f-4444-ef4b-7fc7-76bf5772e0b1,41868610,H,,,,,,21,anonymous,Value will be set from Panel or URL,on,
23,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,652244ad-d30a-cf50-861a-9534e9f32400,41868610,H,,,,,,23,anonymous,Value will be set from Panel or URL,on,
54,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65224481-e359-6925-2bcd-3e152e5614f0,41868610,H,,,,,,54,anonymous,Value will be set from Panel or URL,on,
11,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,652244ba-a396-9bb0-cc36-476584c6894b,41868610,H,,,,,,11,anonymous,Value will be set from Panel or URL,on,
22,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,652244d4-abbe-ad2e-853a-a5fe3b9df52e,41868610,H,,,,,,22,anonymous,Value will be set from Panel or URL,on,
266,40.2626,-75.6151,8,,,14,corn,corn,watermelon,4,4,3,"17,18",3,6,,4,3,,1,2,2,4,2,1,2,4,2,1,2,10,4,10,111,6,"4,5",5,Qual29638-0912-ConsumersStudy[BA],1,,65224371-ba58-6e65-f303-d79c984c313b,41868610,H,1338,,,,,266,anonymous,Value will be set from Panel or URL,on,
155,31.3145,-89.3788,6,,18,,Soybeans ,I don't know,I don't care,3,3,3,20,3,6,,3,1,,9,3,3,3,3,3,3,5,1,1,1,10,2,9,22,19,7,4,Qual29638-0912-ConsumersStudy[BA],1,,65224461-89bd-6076-6460-a11d6cc30c9a,41868610,H,1338,,,,,155,anonymous,Value will be set from Panel or URL,on,White
14,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,652244e8-0655-821f-8e7d-9f00a13bd22a,41868610,H,,,,,,14,anonymous,Value will be set from Panel or URL,on,
15,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,652244d5-fcf1-dc21-d449-31ffe6b2ef60,41868610,H,,,,,,15,anonymous,Value will be set from Panel or URL,on,
157,32.7797,-96.8022,8,,,5,Blount ,Yes,No,4,4,3,"19,21,22,23,26,27,28",1,"1,2,3,5,6",,5,"2,3",,10,2,4,3,5,5,4,2,1,2,1,6,10,10,250,147,"4,13",10,Qual29638-0912-ConsumersStudy[BA],1,,65224465-7a0b-bbe2-1818-ca328437be17,41868610,H,1338,,,,,157,anonymous,Value will be set from Panel or URL,on,Black/AA
16,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,652244ee-d8dd-7144-86eb-df23ee09b286,41868610,H,,,,,,16,anonymous,Value will be set from Panel or URL,on,
19,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,652244f1-cb5f-e86c-eacc-5ddadfaf37c9,41868610,H,,,,,,19,anonymous,Value will be set from Panel or URL,on,
16,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65224529-3789-628d-0065-8e9c503681e2,41868610,H,,,,,,16,anonymous,Value will be set from Panel or URL,on,
23,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522453c-ad8c-d18d-f1bd-d44a1e10ea4f,41868610,H,,,,,,23,anonymous,Value will be set from Panel or URL,on,
617,35.1796,-89.967,8,,,79,Bananas,rice,corn,5,5,5,"17,20,22,23,25,27,28,29",1,"1,2,3",,1,"1,2,3,4,5",,10,5,5,5,5,5,5,4,2,2,1,6,1,1,80,60,"4,8,10,12,13,14",4,Qual29638-0912-ConsumersStudy[BA],1,,652242d5-fa83-d507-7ed4-b05e31f4d2d8,41868610,H,1338,,,,,617,anonymous,Value will be set from Panel or URL,on,Black/AA
18,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522453d-f8c6-2453-952d-82a62c20a777,41868610,H,,,,,,18,anonymous,Value will be set from Panel or URL,on,
14,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522454f-0772-77c3-6d3e-867ca3db7b46,41868610,H,,,,,,14,anonymous,Value will be set from Panel or URL,on,
11,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65224557-d92b-d332-f101-e27aba1c553d,41868610,H,,,,,,11,anonymous,Value will be set from Panel or URL,on,
57,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65224507-729c-51dc-aacc-a668ccf09d6f,41868610,H,,,,,,57,anonymous,Value will be set from Panel or URL,on,
246,,,8,,,7,"G unit
",Girl,Building,4,2,2,21,2,2,,1,"3,6",Up,10,4,3,2,3,3,4,1,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,age,6522446d-d0e5-d8ce-0606-df754d1df398,41868610,H,,,,,,246,anonymous,Value will be set from Panel or URL,on,
15,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522455e-8fed-49a3-7d38-8ab46a2e3c26,41868610,H,,,,,,15,anonymous,Value will be set from Panel or URL,on,
36,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65224560-d795-94e1-fcaa-017e5ea3337b,41868610,H,,,,,,36,anonymous,Value will be set from Panel or URL,on,
15,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65224583-6b03-4fbf-49d4-b3cc1a63f866,41868610,H,,,,,,15,anonymous,Value will be set from Panel or URL,on,
321,35.2507,-87.3526,8,,,50,Corn,Idk,Idk,3,3,3,"17,24,30",3,4,,3,4,,10,1,4,4,3,2,2,2,2,1,1,1,2,10,99,50,9,14,Qual29638-0912-ConsumersStudy[BA],1,,65224427-3f80-91a3-d8a2-3f96cf11c6e6,41868610,H,1338,,,,,321,anonymous,Value will be set from Panel or URL,on,White
19,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65224584-0e53-4fcc-84d7-218e16feaeac,41868610,H,,,,,,19,anonymous,Value will be set from Panel or URL,on,
10,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,652245cf-1dfa-ab92-b05e-2bd4c3b94e10,41868610,H,,,,,,10,anonymous,Value will be set from Panel or URL,on,
25,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65224522-b6ae-604d-a267-31ddc2605607,41868610,H,,,,,,25,anonymous,Value will be set from Panel or URL,on,
35,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65224590-72ba-066b-9b89-141a5d806e21,41868610,H,,,,,,35,anonymous,Value will be set from Panel or URL,on,
31,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,652245c9-b4be-ec1c-c4c7-55364013c9f9,41868610,H,,,,,,31,anonymous,Value will be set from Panel or URL,on,
34,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,652245d8-57b1-e246-f14c-6b0692da520b,41868610,H,,,,,,34,anonymous,Value will be set from Panel or URL,on,
35,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,652245da-c8cc-b8ec-9c3c-e34648395e66,41868610,H,,,,,,35,anonymous,Value will be set from Panel or URL,on,
51,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65224599-b055-6527-442c-fb601ab212bc,41868610,H,,,,,,51,anonymous,Value will be set from Panel or URL,on,
13,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522462e-a3c1-bcd7-db14-148d4ac17c6a,41868610,H,,,,,,13,anonymous,Value will be set from Panel or URL,on,
31,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65224600-2b99-d875-62cc-f32a4e9e98fe,41868610,H,,,,,,31,anonymous,Value will be set from Panel or URL,on,
19,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522461e-fe4e-b2b4-5fdd-e9d1dadba7af,41868610,H,,,,,,19,anonymous,Value will be set from Panel or URL,on,
132,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,652245c5-355b-152a-89fa-e48e9a5463c5,41868610,H,,,,,,132,anonymous,Value will be set from Panel or URL,on,
40,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65224632-a9b1-7d33-c96e-93b7557362f7,41868610,H,,,,,,40,anonymous,Value will be set from Panel or URL,on,
16,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522463d-2b83-9ea3-fd40-8727e36ffd15,41868610,H,,,,,,16,anonymous,Value will be set from Panel or URL,on,
126,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,652245e1-afef-0d75-b95c-ab69e325581a,41868610,H,,,,,,126,anonymous,Value will be set from Panel or URL,on,
79,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,652245eb-e085-de27-21a6-1c3bb9bf7b3a,41868610,H,,,,,,79,anonymous,Value will be set from Panel or URL,on,
12,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65224639-a3b7-23e3-d379-0769b46a23d4,41868610,H,,,,,,12,anonymous,Value will be set from Panel or URL,on,
11,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65224679-b054-097a-695e-b5dd2e3bfb34,41868610,H,,,,,,11,anonymous,Value will be set from Panel or URL,on,
22,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65224676-9bed-733a-d21a-86c6530159fb,41868610,H,,,,,,22,anonymous,Value will be set from Panel or URL,on,
453,35.2522,-80.8263,8,,,79,Chicken,Potk,Beefy Chicken,3,3,2,27,3,7,This Survey Only Taught Me ,1,2,,3,1,1,1,1,3,1,3,1,2,1,3,1,10,92,105,"7,8",13,Qual29638-0912-ConsumersStudy[BA],1,,652244cd-87a2-f13e-c743-a7b97415ee52,41868610,H,1338,,,,,453,anonymous,Value will be set from Panel or URL,on,Black/AA
63,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65224654-10ab-6d34-318a-a66d95696741,41868610,H,,,,,,63,anonymous,Value will be set from Panel or URL,on,
726,38.8025,-90.3448,7,,,,Toasted ravioli,Honey,Cattle ranches,4,4,4,"18,23,26",3,7,This survey,3,6,I have never heard of it,4,1,3,3,4,1,1,6,2,1,1,5,2,9,159,79,"4,5",4,Qual29638-0912-ConsumersStudy[BA],1,,652243e2-78a7-c157-7558-5a329e5701c4,41868610,H,1338,,,,,726,anonymous,Value will be set from Panel or URL,on,White
18,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522467e-8d07-559d-534b-fb923bcb6b5c,41868610,H,,,,,,18,anonymous,Value will be set from Panel or URL,on,
22,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,652246a1-4764-8173-35a7-0bf7e0f740c5,41868610,H,,,,,,22,anonymous,Value will be set from Panel or URL,on,
331,32.3255,-90.8552,6,,75,,Cotton,Rice,Pecans,4,4,4,30,2,4,,5,"1,2,3",,6,3,4,4,4,3,2,4,2,2,1,5,4,9,112,112,"4,5,7,8",4,Qual29638-0912-ConsumersStudy[BA],1,,6522456b-9127-8c6d-da7b-52be33a9409a,41868610,H,1338,,,,,331,anonymous,Value will be set from Panel or URL,on,Black/AA
13,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,652246d0-5198-7d07-9767-06d770c8e9e8,41868610,H,,,,,,13,anonymous,Value will be set from Panel or URL,on,
19,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,652246ee-b9c3-1c6e-e00c-023a8cd01153,41868610,H,,,,,,19,anonymous,Value will be set from Panel or URL,on,
58,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65224665-2ecb-b369-b099-7375bd447085,41868610,H,,,,,,58,anonymous,Value will be set from Panel or URL,on,
11,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,652246d7-081d-774e-0231-caa1e229881e,41868610,H,,,,,,11,anonymous,Value will be set from Panel or URL,on,
16,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522470c-cfca-168c-d1b1-f54f97f9a8cf,41868610,H,,,,,,16,anonymous,Value will be set from Panel or URL,on,
15,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522472f-ec24-372c-87a8-ccde8e4665e6,41868610,H,,,,,,15,anonymous,Value will be set from Panel or URL,on,
14,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522472d-4f1e-c1fa-b190-6ab2ed676030,41868610,H,,,,,,14,anonymous,Value will be set from Panel or URL,on,
14,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65224754-cae3-f0d5-c938-c8fd79119a67,41868610,H,,,,,,14,anonymous,Value will be set from Panel or URL,on,
163,34.2862,-119.2264,5,36,,,Idk ,Idk,Idk,4,4,5,"24,27",1,3,,3,2,,9,4,5,3,5,2,2,3,2,3,2,5,2,2,100,26,"5,8",4,Qual29638-0912-ConsumersStudy[BA],1,,652246be-cb09-368b-cf94-3489c2eca8fa,41868610,H,1338,,,,,163,anonymous,Value will be set from Panel or URL,on,
441,36.1671,-86.7861,8,,,19,corn,oranges,oranges,4,4,4,30,3,7,this survey,4,1,,5,2,3,3,3,3,2,4,1,1,1,6,6,1,129,11,"4,5,6,8,9,14",4,Qual29638-0912-ConsumersStudy[BA],1,,652245a7-7561-9fc0-f859-fb7b2e4ade3d,41868610,H,1338,,,,,441,anonymous,Value will be set from Panel or URL,on,White
15,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65224764-cb39-96f4-a239-ef9188195eb0,41868610,H,,,,,,15,anonymous,Value will be set from Panel or URL,on,
38,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522474d-ceb7-6bb4-9f27-7d3f66e8b156,41868610,H,,,,,,38,anonymous,Value will be set from Panel or URL,on,
106,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,65224753-42d1-0d49-6549-63edfba6b5b3,41868610,H,,,,,,106,anonymous,Value will be set from Panel or URL,on,
19,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,652247b4-d99f-286e-1b63-05b88dbd579b,41868610,H,,,,,,19,anonymous,Value will be set from Panel or URL,on,
13,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,652247a7-f928-f1b3-5eb2-4bdd7f83e8a9,41868610,H,,,,,,13,anonymous,Value will be set from Panel or URL,on,
47,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522473e-968d-c4be-b32f-22f1f88bbe52,41868610,H,,,,,,47,anonymous,Value will be set from Panel or URL,on,
24,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,652247b3-d1e8-a401-4eba-926ad452746d,41868610,H,,,,,,24,anonymous,Value will be set from Panel or URL,on,
15,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,652247cf-27a9-c985-9fef-e135bddea028,41868610,H,,,,,,15,anonymous,Value will be set from Panel or URL,on,
