duration,ResponseId,Q2,Q3_1,Q4_1,Q5_1,Q6_1,Q7_1,Q8,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q10_10,Q10_11,Q11,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q12_9,Q12_10,Q12_11,Q12_12,Q12_13,Q12_14,Q12_15,Q13,Q14,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q15_8,Q15_9,Q15_10,Q15_11,Q15_12,Q15_13,Q15_14,Q15_15,Q16,Q17,Q18_5,Q21
331,R_5p6hJFxJzIKc5gJ,Pennsylvania,4,0.75,1.75,0.4,0.15,Strongly agree,4,5,3,3,4,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,Locally grown is superior.,Locally grown is superior.,located in the missippi delta area,,,,,,,,Louisiana,,Mississippi,,,,,,75 - 84,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$70,000 - $79,999",169,Supermarket
375,R_1QMoNNSgyeZPrFM,Indiana,4.25,1.25,1.75,0.7,0.25,Strongly agree,5,5,5,4,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is inferior,Locally grown is inferior,Locally grown is superior.,Deep south,,Arkansas,,,,,,,,,,,,,,45 - 54,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$20,000 - $29,999",200,Supermarket
296,R_3sQIAQLYPuQOGlj,Florida,3.5,0,1.75,1.1,0.3,Strongly agree,2,5,4,3,5,Locally grown is superior.,They are about the same.,Locally grown is superior.,Locally grown is superior.,I don't know.,Locally grown is superior.,I don't know.,Locally grown is superior.,Locally grown is superior.,I don't know.,I don't know.,dont know,,,,,,,,,,Mississippi,,,,,,45 - 54,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$20,000 - $29,999",60,Farmers Market
390,R_1iqfOPd3BaiQkyn,Indiana,4.5,1.5,2,0.9,0.35,Strongly agree,4,5,5,4,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,I don't know.,Locally grown is superior.,Locally grown is superior.,I don't know.,Locally grown is superior.,Locally grown is superior.,I don't know.,Deep south,Alabama,,,,,,,Louisiana,,Mississippi,,,,,,65 - 74,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$60,000 - $69,999",110,Supermarket
385,R_1lu7jGS8yysO4ay,Colorado,3,1,1,0.4,0.1,Strongly agree,3,3,2,4,5,Locally grown is superior.,They are about the same.,Locally grown is superior.,They are about the same.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,They are about the same.,Locally grown is superior.,Don't know,Alabama,,,,,,,Louisiana,,Mississippi,,,,,,65 - 74,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$10,000 - $19,999",121,Specialty Food Store
305,R_5k6OASpqr5RdmQm,Texas,3.75,1.5,1.75,0.9,0.3,Strongly disagree,5,5,5,5,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,Locally grown is superior.,Locally grown is inferior,Locally grown is inferior,Locally grown is superior.,Locally grown is inferior,Locally grown is inferior,Locally grown is superior.,Wet marsh,Alabama,,,,,,,Louisiana,,,,,,,,18 - 24,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","Less than $10,000",77,Farmers Market
704,R_1k7krHBQmBWSHVT,Indiana,3.5,1.25,1.75,0.5,0.25,Somewhat agree,4,3,2,2,3,Locally grown is superior.,Locally grown is superior.,They are about the same.,Locally grown is superior.,Locally grown is superior.,Locally grown is inferior,I don't know.,Locally grown is superior.,Locally grown is superior.,Locally grown is inferior,Locally grown is inferior,I am not familiar with it,,,Illinois,Indiana,Iowa,Kansas,Kentucky,,,,,Ohio,,,,65 - 74,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$30,000 - $39,999",65,Supermarket
279,R_6qrNRystTF4telL,Maine,3,1,3,0.3,0.25,Strongly agree,5,5,3,3,5,Locally grown is superior.,Locally grown is superior.,I don't know.,I don't know.,They are about the same.,They are about the same.,Locally grown is superior.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,wet humid,Alabama,Arkansas,,,,,,Louisiana,,Mississippi,Missouri,,,,,45 - 54,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$50,000 - $59,999",75,Supermarket
336,R_1rMfc2zhETRRGiS,Texas,4,1,1.75,0.6,0.2,Somewhat agree,4,5,4,5,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,I don't know.,Locally grown is superior.,Locally grown is superior.,I don't know.,Locally grown is superior.,In south,Alabama,,,,,,,,,Mississippi,,,,,,65 - 74,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$70,000 - $79,999",160,Direct from a Producer
672,R_1Jki7uqhPhUvU56,Maryland,2.75,0,1.75,0.7,0.35,Strongly agree,5,5,4,4,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,I don't know.,I don't know.,I don't know.,I don't know.,I don't know.,Do not know,Alabama,,,,,,,Louisiana,,,,,,,,75 - 84,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$50,000 - $59,999",45,Supermarket
321,R_3J2S1GZijQYp9Mi,Oklahoma,3,1,1.5,1,0.45,Strongly agree,5,5,5,5,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,Locally grown is superior.,They are about the same.,Locally grown is superior.,fresh and fertile for things to grow good,Alabama,Arkansas,,,,,,Louisiana,,Mississippi,Missouri,,,,,75 - 84,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$30,000 - $39,999",163,Supermarket
1067,R_5IRcclrOB4xhWtq,Virginia,2.5,2.25,0.5,0.3,0.45,Strongly agree,5,4,4,4,4,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Consists of Wetlands and alligators,,Arkansas,,,,,,Louisiana,,Mississippi,,,,,,65 - 74,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","More than $150,000",200,Supermarket
392,R_1FFzGPH7ip5vtYJ,Delaware,2.75,1,2,0.8,0.3,Strongly agree,5,5,3,3,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,They are about the same.,Locally grown is superior.,Locally grown is superior.,rich soil,,,,,,,,Louisiana,,Mississippi,,,,,,45 - 54,Male,,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$50,000 - $59,999",122,Supermarket
192,R_1f25qZZLDrLfkMV,Pennsylvania,4.25,1.25,1.75,0.7,0.25,Somewhat agree,5,3,2,3,3,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,I don't know.,Locally grown is superior.,I don't know.,Locally grown is superior.,I don't know.,I don't know.,Locally grown is superior.,I don't know.,Production Hot,,,,,,,,Louisiana,,Mississippi,,,,,,45 - 54,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$30,000 - $39,999",108,Supermarket
474,R_3q9sPjVSCtqBnvP,North Carolina,4.25,1.75,1.75,0.8,0.25,Strongly agree,4,5,1,2,4,They are about the same.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,I don't know.,Locally grown is superior.,They are about the same.,I don't know.,I don't know.,They are about the same.,Don't know that much about it,Alabama,,,,,,,Louisiana,,Mississippi,,,,,,65 - 74,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$20,000 - $29,999",151,Supermarket
554,R_5flvooZ4DVS9atU,Texas,3.25,1.75,1.75,0.8,0.35,Strongly disagree,4,5,3,3,4,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,They are about the same.,Locally grown is superior.,I don't know.,They are about the same.,They are about the same.,I don't know.,Locally grown is superior.,Hot,Alabama,Arkansas,,,,,,Louisiana,,Mississippi,,,,,,45 - 54,Female,,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$20,000 - $29,999",99,Supermarket
195,R_7IVIBsyZxGKxMem,South Carolina,2.25,0,0.5,0.2,0.1,Strongly agree,4,5,5,5,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Flat lands ,Alabama,Arkansas,,,,,,Louisiana,,Mississippi,,,,,,75 - 84,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$40,000 - $49,999",60,Supermarket
501,R_6pgX5SaRtcEmv9y,Missouri,3.25,1.25,1.75,0.4,0.25,Strongly disagree,2,2,2,2,2,Locally grown is inferior,I don't know.,Locally grown is superior.,Locally grown is superior.,Locally grown is inferior,I don't know.,I don't know.,Locally grown is superior.,Locally grown is inferior,Locally grown is superior.,I don't know.,Good ,,,,,,,,Louisiana,,Mississippi,,,,,,65 - 74,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","Less than $10,000",61,Farmers Market
712,R_3d4ypJt3NOoSWF1,Vermont,4,1.25,1.75,0.7,0.3,Strongly agree,2,3,3,3,4,Locally grown is superior.,Locally grown is superior.,They are about the same.,Locally grown is superior.,They are about the same.,They are about the same.,Locally grown is inferior,Locally grown is superior.,They are about the same.,Locally grown is superior.,They are about the same.,wet,Alabama,,,,,,Kentucky,Louisiana,,,,,,,,65 - 74,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$30,000 - $39,999",164,Supermarket
298,R_3nUCaU6weYr8nbZ,Ohio,4.25,0,1.5,0.6,0.25,Neither agree nor disagree,3,4,3,3,3,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,southern,Alabama,,,,,,,,,Mississippi,,,,,,55 - 64,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$80,000 - $89,999",200,Supermarket
366,R_5Bb8QBKwMw0T6cg,Missouri,3,0.75,1.75,0.4,0.2,Strongly agree,4,3,3,3,3,They are about the same.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,I think it is a very rich soil environment,,Arkansas,,,,,,Louisiana,,Mississippi,,,,,,45 - 54,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","More than $150,000",89,Supermarket
848,R_6Yml2DsPnDiRk5z,Michigan,4.5,1.25,1.75,0.8,0.35,Strongly agree,5,5,5,5,5,Locally grown is superior.,Locally grown is superior.,They are about the same.,Locally grown is superior.,They are about the same.,They are about the same.,They are about the same.,I don't know.,Locally grown is superior.,I don't know.,Locally grown is superior.,Experience techology,Alabama,Arkansas,,,,,Kentucky,Louisiana,,Mississippi,,,,Tennessee,,85 or older,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$40,000 - $49,999",175,Farmers Market
255,R_7JLcwABDM4riJkM,California,4,1.25,2,0.8,0.2,Strongly agree,4,3,5,5,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,Locally grown is superior.,I don't know.,Sustainable,,,,,,,,,,Mississippi,,,,,,18 - 24,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",142,Supermarket
395,R_5h6rBGWh4sj55e1,Texas,2.25,1.25,1.75,0.3,0.25,Strongly agree,4,5,3,3,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,I don't know.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,I guess a farming region,,,,,,,,,,Mississippi,,,,,,65 - 74,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$30,000 - $39,999",38,Supermarket
205,R_3MEMl5jhvkITSbT,Wisconsin,4.25,1.25,1.75,0.7,0.25,Strongly agree,1,5,3,1,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Unknown,Alabama,Arkansas,,,,,,Louisiana,,Mississippi,Missouri,,,,,45 - 54,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$40,000 - $49,999",85,Supermarket
290,R_5f84kNJDYMbqmFC,Michigan,2.25,2,0.75,0.2,0.35,Strongly disagree,3,2,2,2,2,Locally grown is inferior,Locally grown is inferior,Locally grown is inferior,Locally grown is inferior,Locally grown is inferior,Locally grown is inferior,Locally grown is inferior,Locally grown is inferior,Locally grown is inferior,Locally grown is inferior,Locally grown is inferior,Very good ,,,,,,,,Louisiana,,Mississippi,Missouri,,Oklahoma,,Wisconsin,45 - 54,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","Less than $10,000",112,Supermarket
196,R_31Nq8B2GHDREyJr,Colorado,4,1,1,0.5,0.25,Strongly agree,4,5,2,2,2,They are about the same.,Locally grown is superior.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,I don't know.,They are about the same.,They are about the same.,I don't know.,I don't know.,Poor and uneducated,Alabama,,,,,,,Louisiana,,Mississippi,,,,,,55 - 64,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$50,000 - $59,999",101,Supermarket
296,R_5M2NFOnGf5T6bF7,Alabama,2.25,1,1,0.5,0.15,Strongly agree,4,4,4,4,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,rich soil,,,,,,,,,,Mississippi,,,,,,55 - 64,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$50,000 - $59,999",60,Farmers Market
378,R_5dEotJjYUtmS47a,Florida,3.5,1.25,1.25,0.7,0.25,Strongly agree,5,4,3,3,3,They are about the same.,Locally grown is superior.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,Locally grown is inferior,They are about the same.,Locally grown is superior.,Locally grown is inferior,I don't know.,border states to,,,,,,,Kentucky,Louisiana,,Mississippi,,,,Tennessee,,45 - 54,Female,,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$10,000 - $19,999",27,Supermarket
284,R_3Tpg4s8UB8VreRF,Texas,4.5,1.25,3,1,0.35,Strongly agree,4,4,2,2,2,They are about the same.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,don not know enough,Alabama,,,,,Kansas,Kentucky,Louisiana,,Mississippi,Missouri,,Oklahoma,Tennessee,,65 - 74,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$20,000 - $29,999",140,Supermarket
246,R_11ml5eOVgBuWZKv,New Mexico,2.75,1.25,1.75,0.7,0.25,Strongly agree,5,5,3,4,5,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,They are about the same.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,I don't know.,I don't know.,Felt is rich in soil nutrients,,,,,,,,,,Mississippi,,,,,,75 - 84,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$80,000 - $89,999",120,Supermarket
397,R_34GBvzxZc8hPsBr,Iowa,3.25,1.25,1.75,0.8,0.15,Strongly disagree,5,5,4,1,5,Locally grown is superior.,Locally grown is superior.,They are about the same.,Locally grown is superior.,They are about the same.,They are about the same.,I don't know.,I don't know.,Locally grown is superior.,I don't know.,I don't know., rich fertile ,,,,,,,,,,,Missouri,,,,,35 - 44,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$30,000 - $39,999",105,Supermarket
146,R_7pM56UjofvcFEv7,West Virginia,4.5,1.5,2,1,0.4,Strongly agree,4,5,3,3,5,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,Locally grown is superior.,They are about the same.,Locally grown is inferior,They are about the same.,Locally grown is inferior,Locally grown is inferior,Locally grown is superior.,No clue,,,,,,,,Louisiana,,Mississippi,,,,,,35 - 44,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$50,000 - $59,999",200,Supermarket
